	RBM47	RBM5	SRSF10	SRSF1	SRSF3	SRSF7	SRSF9	ELAVL1	PTBP1PTBP2	RBFOX2	RBM10	RBM15	RBM22	RBM27
Nckap1_5_e2	0	2	0	1	0	1	0	0	0	3	0	1	1	1
Nckap1_5_se	2	0	0	0	1	0	0	2	2	0	1	0	1	0
Nckipsd_2_e1	0	1	0	0	1	0	1	0	0	1	0	0	1	1
Nckipsd_2_e2	0	1	0	1	1	0	0	0	1	1	0	0	1	0
Nckipsd_2_se	0	2	0	2	4	0	0	0	1	3	0	3	4	2
Ncoa5_3_e1	1	0	0	1	0	0	0	1	1	0	0	0	0	0
Ncoa5_3_e2	0	2	0	1	1	0	0	0	0	2	0	3	2	2
Ncoa5_3_se	2	1	1	0	0	0	0	2	1	1	0	1	1	0
Ncoa7_1_e1	1	0	1	0	0	0	0	1	0	0	0	0	0	0
Ncoa7_1_e2	1	0	0	0	1	1	1	2	0	0	0	0	0	0
Ncoa7_1_se	1	0	0	0	1	1	0	1	3	1	0	0	0	0
Ncor1_13_e1	2	0	1	0	0	0	0	2	2	0	1	0	0	0
Ncor1_13_e2	2	0	0	0	0	0	0	2	0	0	0	0	0	0
Ncor1_13_se	2	0	0	0	1	0	0	3	0	0	0	0	0	0
Ncor2_6_e1	0	1	1	0	2	1	1	0	1	0	0	0	1	0
Ncor2_6_e2	0	1	0	0	1	0	0	1	1	1	0	0	0	0
Ncor2_6_se	1	1	0	2	1	0	1	1	1	2	1	3	0	0
Ndrg2_2_e1	1	0	2	0	0	0	0	1	1	0	0	0	0	0
Ndrg2_2_e2	0	1	0	2	1	0	0	0	1	1	1	1	2	1
Ndrg2_2_se	1	1	0	1	2	0	1	1	1	2	0	0	1	1
Ndrg3_2_e1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Ndrg3_2_e2	1	0	0	0	0	0	1	2	0	0	0	0	0	0
Ndrg3_2_se	0	0	1	0	3	0	0	0	1	1	0	0	0	0
Ndrg3_6_e1	0	0	0	1	2	1	1	0	1	0	0	0	0	0
Ndrg3_6_e2	1	0	0	0	0	0	0	1	0	0	0	0	1	0
Ndrg3_6_se	0	0	0	0	2	0	0	0	2	2	0	1	2	1
Ndrg4_1_e1	0	1	1	0	0	0	0	0	0	1	0	1	1	1
Ndrg4_1_e2	0	3	1	2	1	0	0	0	0	3	0	1	2	1
Ndrg4_1_se	0	3	0	1	0	0	1	0	1	2	0	0	4	2
Ndufa5_1_e1	1	0	0	0	0	0	0	2	1	0	0	0	0	0
Ndufa5_1_e2	0	1	1	0	1	0	0	0	2	1	0	1	1	1
Ndufa5_1_se	0	0	1	1	2	0	0	1	0	1	0	0	0	0
Ndufa6_1_e1	0	0	0	1	1	0	1	0	0	0	0	0	0	0
Ndufa6_1_e2	0	2	0	0	0	0	0	0	0	2	0	2	1	1
Ndufa6_1_se	0	0	1	0	0	0	0	1	1	0	0	0	1	0
Ndufaf6_2_e1	2	0	1	0	0	0	0	2	0	0	0	0	0	0
Ndufaf6_2_e2	1	0	2	1	1	1	1	0	1	0	1	0	0	1
Ndufaf6_2_se	2	0	0	0	0	1	1	2	2	0	2	0	0	0
Ndufs1_13_e1	2	0	0	0	0	1	0	2	0	0	1	0	0	0
Ndufs1_13_e2	0	2	1	2	1	0	1	0	0	2	0	2	2	1
Ndufs1_13_se	2	0	1	0	2	1	1	2	1	1	2	0	0	0
Ndufs1_7_e1	2	0	0	0	0	1	0	2	0	0	1	0	0	0
Ndufs1_7_e2	0	1	0	2	2	0	0	0	1	1	0	1	3	1
Ndufs1_7_se	2	0	1	0	2	1	1	2	1	1	2	0	0	0
Ndufv3_1_e1	0	0	1	0	2	1	1	1	2	1	1	0	1	0
Ndufv3_1_e2	0	1	0	0	2	0	0	0	0	1	0	0	1	0
Ndufv3_1_se	0	3	8	3	9	0	3	0	9	8	0	6	12	3
Nek1_2_e1	0	0	0	0	1	1	1	0	1	0	0	0	0	0
Nek1_2_e2	1	0	0	0	1	1	0	0	2	0	0	0	0	0
Nek1_2_se	0	0	1	2	0	0	2	0	1	0	1	0	0	0
Neo1_4_e1	0	0	1	1	2	0	1	1	1	0	0	0	0	0
Neo1_4_e2	0	0	0	0	0	1	1	0	0	2	0	0	0	0
Neo1_4_se	1	0	0	0	2	0	0	1	3	0	0	0	1	0
Neo1_5_e1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
Neo1_5_e2	1	0	0	0	1	0	0	0	1	0	0	0	0	0
Neo1_5_se	0	1	0	2	2	1	1	0	1	1	1	0	1	1
Nf2_1_e1	0	0	1	0	1	1	0	0	1	1	0	0	0	0
Nf2_1_e2	1	0	0	0	0	0	0	1	0	0	1	0	0	0
Nf2_1_se	1	0	0	0	1	0	0	1	1	2	0	0	2	0
Nf2_4_e1	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Nf2_4_e2	0	2	2	0	2	0	0	1	0	1	0	1	2	0
Nf2_4_se	1	0	0	1	1	1	2	1	1	2	1	0	0	0
Nf2_7_e1	1	0	1	0	1	0	0	1	1	0	0	0	0	0
Nf2_7_e2	0	0	1	0	1	0	0	0	1	0	0	0	1	0
Nf2_7_se	0	0	0	1	1	0	0	0	1	0	0	0	0	0
Nfasc_4_e1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Nfasc_4_e2	0	0	0	1	1	1	1	0	0	1	0	1	1	1
Nfasc_4_se	0	0	0	0	3	0	0	1	3	0	0	0	0	0
Nfasc_6_e1	1	1	0	0	0	0	0	1	0	1	0	1	1	1
Nfasc_6_e2	0	2	0	1	0	0	1	0	0	3	0	1	1	1
Nfasc_6_se	0	1	1	1	3	0	1	0	1	1	0	2	2	1
Nfasc_9_e1	0	0	0	1	2	1	0	0	1	1	2	0	2	1
Nfasc_9_e2	0	0	1	1	1	1	1	0	1	2	1	0	1	0
Nfasc_9_se	0	0	0	2	1	2	2	0	1	1	1	1	1	1
Nfib_1_e1	1	0	0	0	1	0	0	1	1	0	1	0	1	0
Nfib_1_e2	0	1	1	0	0	1	1	0	1	1	0	0	1	0
Nfib_1_se	1	1	0	0	0	0	0	1	2	1	1	0	1	0
Nfib_5_e1	1	0	0	0	1	0	0	1	1	0	1	0	1	0
Nfib_5_e2	0	1	1	0	0	1	1	0	1	1	0	0	1	0
Nfib_5_se	2	0	0	1	1	1	1	3	0	1	1	0	0	0
Nfix_1_e1	0	1	0	1	0	0	0	0	1	1	1	0	1	1
Nfix_1_e2	0	1	0	2	2	0	0	0	1	1	0	1	1	0
Nfix_1_se	0	2	0	0	1	1	0	1	0	1	0	4	1	1
Nfs1_1_e1	1	0	0	0	1	1	1	1	1	0	0	0	0	0
Nfs1_1_e2	0	2	1	0	1	0	0	0	0	1	0	0	2	0
Nfs1_1_se	1	1	0	1	1	0	1	1	0	1	0	1	2	0
Nfyb_1_e1	1	0	1	0	1	1	1	1	1	0	0	0	0	0
Nfyb_1_e2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nfyb_1_se	1	1	0	0	2	1	1	1	1	0	1	0	0	0
Nipa2_6_e1	1	0	0	0	1	0	0	1	1	0	0	0	0	0
Nipa2_6_e2	0	2	0	1	0	0	0	0	0	3	0	2	2	3
Nipa2_6_se	3	0	0	0	1	1	1	3	1	0	2	0	0	0
Nit1_1_e1	0	0	1	0	2	0	0	0	1	0	1	0	0	0
Nit1_1_e2	0	1	0	0	2	0	0	0	0	1	0	0	1	0
Nit1_1_se	0	0	1	0	3	1	1	0	1	1	1	0	2	1
Nkiras1_nmdSE_1_e1	0	0	1	1	1	0	0	0	0	0	0	0	0	0
Nkiras1_nmdSE_1_e2	0	0	0	0	0	0	0	0	1	0	1	0	0	0
Nkiras1_nmdSE_1_se	2	0	1	0	3	1	1	1	2	1	1	0	0	0
Nktr_3_e1	1	0	0	0	0	0	0	0	0	1	0	0	0	0
Nktr_3_e2	4	0	1	1	1	2	1	1	0	0	1	0	0	0
Nktr_3_se	3	0	0	0	0	1	1	2	2	0	1	0	1	0
Nktr_nmdSE_1_e1	4	0	1	1	0	1	1	1	0	0	1	0	0	0
Nktr_nmdSE_1_e2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Nktr_nmdSE_1_se	1	0	1	0	1	0	0	1	1	0	0	0	0	0
Nktr_nmdSE_2_e1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Nktr_nmdSE_2_e2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Nktr_nmdSE_2_se	2	0	2	0	0	0	0	1	0	0	0	0	0	0
Nlgn3_1_e1	0	1	0	1	0	0	0	0	0	2	0	0	1	1
Nlgn3_1_e2	0	1	0	2	1	1	1	0	1	0	0	0	1	1
Nlgn3_1_se	2	2	0	0	2	1	1	2	2	3	2	0	2	3
Nlgn3_2_e1	0	1	0	1	0	0	0	0	0	2	0	0	1	1
Nlgn3_2_e2	0	1	0	0	1	0	0	0	0	1	1	1	1	1
Nlgn3_2_se	0	2	0	2	2	1	1	0	1	1	0	1	2	1
Nme3_1_e1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nme3_1_e2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nme3_1_se	0	1	0	0	0	0	0	0	0	1	0	0	1	1
Nme6_10_e1	0	0	0	0	1	1	2	0	1	0	0	0	0	0
Nme6_10_e2	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Nme6_10_se	0	0	1	0	1	0	0	0	0	1	0	0	0	0
Nme6_11_e1	0	0	0	2	2	1	0	0	0	1	0	0	0	1
Nme6_11_e2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nme6_11_se	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Nnat_2_e1	0	1	0	0	0	0	0	0	0	1	0	2	1	1
Nnat_2_e2	0	1	0	1	1	0	0	0	1	2	0	1	1	1
Nnat_2_se	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Nnat_3_e1	0	1	0	0	0	0	0	0	0	1	0	2	1	1
Nnat_3_e2	0	1	0	1	1	0	0	0	1	2	0	1	1	1
Nnat_3_se	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Nnat_4_e1	0	1	0	0	0	0	0	0	0	1	0	2	2	2
Nnat_4_e2	0	1	0	1	1	0	0	0	1	2	0	1	1	1
Nnat_4_se	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Nnat_5_e1	0	1	0	0	0	0	0	0	0	1	0	2	1	1
Nnat_5_e2	0	1	0	1	1	0	0	0	1	2	0	1	1	1
Nnat_5_se	0	1	0	1	0	0	0	0	0	1	0	2	2	2
Nnat_6_e1	0	1	0	0	0	0	0	0	0	1	0	2	1	1
Nnat_6_e2	0	1	0	1	1	0	0	0	1	2	0	1	1	1
Nnat_6_se	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Nnat_7_e1	0	1	0	0	0	0	0	0	0	1	0	2	2	2
Nnat_7_e2	0	1	0	1	1	0	0	0	1	2	0	1	1	1
Nnat_7_se	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Nol4_4_e1	1	0	2	0	2	2	1	1	2	0	1	0	0	0
Nol4_4_e2	0	0	1	0	2	0	0	1	1	0	0	0	0	0
Nol4_4_se	1	0	1	2	4	2	0	1	1	0	1	0	0	0
Nol4_5_e1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nol4_5_e2	0	0	1	1	0	0	0	0	0	2	0	0	0	0
Nol4_5_se	2	0	0	0	0	0	1	3	1	0	0	0	0	0
Nova1_1_e1	2	0	0	0	0	0	0	2	0	0	0	0	0	0
Nova1_1_e2	0	0	0	1	1	1	0	0	0	0	0	0	0	0
Nova1_1_se	1	0	1	2	2	2	2	1	1	0	1	0	0	0
Nprl3_4_e1	1	0	0	0	1	0	0	2	0	0	0	0	0	0
Nprl3_4_e2	0	0	0	1	1	0	0	0	1	0	0	0	1	0
Nprl3_4_se	1	0	1	0	2	1	1	1	0	3	0	0	0	0
Nptn_1_e1	0	3	0	2	0	0	0	0	0	3	1	3	3	2
Nptn_1_e2	0	0	0	0	2	0	0	0	1	1	0	0	0	0
Nptn_1_se	1	2	3	1	2	0	1	1	1	2	1	0	3	1
Nr2c2ap_1_e1	0	0	0	1	1	1	1	0	2	0	0	0	0	0
Nr2c2ap_1_e2	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Nr2c2ap_1_se	1	1	0	1	0	0	0	1	2	1	1	1	1	1
Nrbp1_1_e1	0	1	0	0	1	0	0	0	1	1	2	0	1	0
Nrbp1_1_e2	0	0	0	1	2	1	1	0	1	0	0	0	0	0
Nrbp1_1_se	0	2	1	0	0	0	0	0	0	1	0	0	0	0
Nrcam_3_e1	1	0	0	1	2	1	1	1	1	0	2	0	0	0
Nrcam_3_e2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nrcam_3_se	2	0	1	3	2	2	2	0	2	0	2	0	0	0
Nrcam_4_e1	1	0	0	0	1	1	1	0	1	0	0	0	0	0
Nrcam_4_e2	0	0	1	1	0	0	0	0	0	1	0	0	1	0
Nrcam_4_se	0	0	3	0	1	0	0	1	0	0	0	0	0	0
Nrcam_5_e1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nrcam_5_e2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nrcam_5_se	2	0	1	3	2	2	2	0	2	0	2	0	0	0
Nrcam_8_e1	1	0	0	1	2	1	1	1	1	0	2	0	0	0
Nrcam_8_e2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nrcam_8_se	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Nrd1_7_e1	1	0	1	1	1	1	2	1	1	0	2	0	0	0
Nrd1_7_e2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Nrd1_7_se	0	1	1	0	1	0	0	0	1	1	0	1	1	1
Nrip2_1_e1	0	2	1	1	1	1	1	0	0	0	1	0	1	0
Nrip2_1_e2	0	0	1	1	1	0	0	0	0	1	0	0	2	0
Nrip2_1_se	0	1	0	0	1	0	0	0	1	0	0	1	1	0
Nrxn1_1_e1	2	1	0	0	0	0	0	1	0	0	0	0	1	0
Nrxn1_1_e2	1	0	0	0	1	0	0	0	0	0	1	0	0	0
Nrxn1_1_se	3	0	0	0	1	1	0	4	0	0	0	0	0	0
Nrxn1_3_e1	0	0	2	1	0	0	0	0	0	0	1	0	0	0
Nrxn1_3_e2	1	0	0	1	1	1	1	1	1	0	1	0	0	0
Nrxn1_3_se	2	0	0	0	0	0	0	2	1	0	1	0	0	0
Nrxn1_4_e1	1	0	0	0	2	1	1	2	1	1	1	0	0	0
Nrxn1_4_e2	1	0	1	0	0	0	0	1	0	0	0	0	0	0
Nrxn1_4_se	2	0	1	0	0	1	1	1	1	0	1	0	0	0
Nrxn1_5_e1	0	0	0	0	1	0	0	0	1	0	0	0	1	0
Nrxn1_5_e2	0	0	0	0	1	0	0	0	1	0	0	0	0	0
Nrxn1_5_se	3	0	0	1	2	1	1	2	2	0	2	0	0	0
Nrxn1_6_e1	1	0	1	1	1	1	1	1	3	1	0	0	0	0
Nrxn1_6_e2	0	0	0	0	2	0	0	0	2	1	0	0	0	0
Nrxn1_6_se	2	0	1	0	1	1	1	2	1	0	0	0	0	0
Nrxn1_9_e1	0	0	0	0	1	0	0	0	1	0	0	0	1	0
Nrxn1_9_e2	0	0	0	0	1	0	0	0	1	0	0	0	0	0
Nrxn1_9_se	3	0	1	1	2	1	1	2	2	0	2	0	0	0
Nrxn2_16_e1	0	1	0	0	1	0	0	0	1	1	1	0	1	1
Nrxn2_16_e2	0	2	1	1	1	0	0	0	0	2	0	1	2	2
Nrxn2_16_se	1	0	0	0	0	1	1	1	0	1	0	0	0	0
Nrxn3_5_e1	0	1	1	0	0	0	0	0	1	1	0	1	1	0
Nrxn3_5_e2	1	0	2	1	2	1	1	0	0	2	0	0	0	0
Nrxn3_5_se	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Nrxn3_6_e1	1	0	1	1	1	1	0	1	0	0	0	0	0	0
Nrxn3_6_e2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Nrxn3_6_se	1	0	1	0	0	0	0	1	0	0	2	0	0	0
Nsfl1c_5_e1	0	0	2	1	1	1	1	0	1	0	1	0	0	0
Nsfl1c_5_e2	0	0	1	0	0	0	0	0	1	0	0	0	1	0
Nsfl1c_5_se	1	0	0	0	1	0	0	1	0	0	0	0	0	0
Nsmf_2_e1	0	0	1	1	1	0	0	0	0	1	0	0	2	0
Nsmf_2_e2	0	1	0	1	0	0	0	0	1	2	0	0	0	1
Nsmf_2_se	0	1	0	0	1	0	0	0	1	1	0	0	2	1
Nsmf_3_e1	0	1	1	1	1	0	0	0	0	2	0	2	2	1
Nsmf_3_e2	0	0	2	1	1	0	0	0	0	1	0	0	1	0
Nsmf_3_se	0	7	0	2	3	1	1	0	1	5	1	4	5	4
Nsmf_9_e1	0	1	0	0	1	0	0	0	1	1	0	0	2	1
Nsmf_9_e2	0	1	0	0	0	0	1	0	0	1	0	0	1	0
Nsmf_9_se	0	3	0	1	0	0	0	0	1	3	0	0	2	2
Nt5c2_nmdSE_1_e1	1	0	1	0	1	0	0	1	1	0	0	0	1	0
Nt5c2_nmdSE_1_e2	3	0	0	0	0	1	1	3	1	0	0	0	0	0
Nt5c2_nmdSE_1_se	0	0	0	0	2	0	0	0	1	1	1	1	0	1
Nt5c3_nmdSE_1_e1	2	0	2	0	0	0	0	2	1	0	1	0	0	0
Nt5c3_nmdSE_1_e2	0	2	1	0	0	0	0	0	0	2	0	2	1	2
Nt5c3_nmdSE_1_se	0	0	0	1	1	0	0	0	2	0	1	0	0	0
Ntan1_1_e1	0	2	0	1	0	0	0	0	0	1	0	2	2	3
Ntan1_1_e2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Ntan1_1_se	0	0	2	0	2	0	0	1	2	0	1	0	1	0
Ntan1_6_e1	0	2	0	1	0	0	0	0	0	1	0	2	2	3
Ntan1_6_e2	0	0	0	0	0	0	0	0	1	0	1	0	0	0
Ntan1_6_se	0	0	2	0	2	0	0	1	2	0	0	0	1	0
Ntan1_7_e1	0	0	2	0	1	0	0	0	0	0	0	0	1	0
Ntan1_7_e2	1	1	1	2	1	0	0	0	0	1	1	1	1	1
Ntan1_7_se	1	0	1	1	1	0	1	1	2	0	0	0	0	0
Ntan1_8_e1	0	2	0	1	0	0	0	0	0	1	0	2	2	3
Ntan1_8_e2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Ntan1_8_se	0	0	2	0	4	1	0	1	3	1	1	0	1	0
Ntan1_9_e1	0	2	0	1	0	0	0	0	0	1	0	2	2	3
Ntan1_9_e2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Ntan1_9_se	0	0	0	0	2	1	0	0	2	1	1	0	0	0
Ntm_3_e1	0	1	0	0	1	0	0	0	1	2	0	0	2	0
Ntm_3_e2	0	1	1	0	2	0	0	0	0	1	0	0	0	0
Ntm_3_se	1	0	0	1	1	1	1	1	1	1	1	0	1	0
Ntm_6_e1	0	1	0	0	1	0	0	0	1	2	0	0	2	0
Ntm_6_e2	0	1	1	0	2	0	0	0	0	1	0	0	0	0
Ntm_6_se	1	0	0	0	1	0	0	1	1	0	1	0	0	0
Ntng1_4_e1	0	0	0	0	1	1	1	0	1	0	1	0	1	0
Ntng1_4_e2	2	0	0	0	0	0	0	1	1	0	1	0	0	0
Ntng1_4_se	2	0	1	1	2	2	2	1	0	1	0	0	0	0
Nucb2_3_e1	0	0	0	0	0	0	0	0	1	1	0	3	3	2
Nucb2_3_e2	2	0	0	0	1	0	0	1	0	0	0	0	0	0
Nucb2_3_se	1	0	0	1	1	1	0	0	0	0	0	0	0	0
Nudt14_1_e1	0	2	0	0	1	0	0	0	1	2	0	1	2	2
Nudt14_1_e2	0	0	2	1	3	1	0	0	1	0	0	0	1	0
Nudt14_1_se	0	2	1	1	2	0	0	0	0	3	1	1	4	1
Nup54_1_e1	1	0	1	1	1	0	1	1	0	0	0	0	0	0
Nup54_1_e2	0	2	0	0	0	0	0	0	0	2	0	2	1	2
Nup54_1_se	1	0	1	1	4	1	1	2	2	2	1	0	0	0
Nup54_2_e1	1	0	0	0	2	0	0	1	0	0	0	0	0	0
Nup54_2_e2	1	0	0	0	0	0	0	1	0	0	0	0	0	0
Nup54_2_se	2	0	1	0	1	0	0	0	0	0	0	0	0	0
Oard1_1_e1	0	0	2	0	1	1	1	0	0	0	0	0	0	0
Oard1_1_e2	0	0	2	0	1	0	0	0	2	0	0	0	0	0
Oard1_1_se	3	0	1	0	1	0	0	1	1	0	0	0	0	0
Oaz2_1_e1	1	0	2	1	0	1	1	0	1	0	0	0	0	0
Oaz2_1_e2	0	1	2	1	0	0	1	0	0	0	0	0	0	0
Oaz2_1_se	0	0	1	1	2	2	2	0	2	0	1	0	1	0
Ociad1_5_e1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ociad1_5_e2	1	0	1	1	1	1	0	1	1	0	0	0	0	0
Ociad1_5_se	4	1	1	0	1	1	1	2	2	1	0	0	1	0
Ociad1_6_e1	0	2	0	2	1	0	1	0	0	2	1	3	2	3
Ociad1_6_e2	3	0	0	0	0	0	0	1	0	0	1	0	0	0
Ociad1_6_se	2	0	0	0	1	2	2	1	0	0	1	0	0	0
Odf2_10_e1	0	0	0	0	1	0	0	1	1	0	0	0	0	0
Odf2_10_e2	0	0	0	0	1	0	0	0	1	0	0	0	0	0
Odf2_10_se	0	1	2	0	1	0	0	0	0	3	0	0	4	0
Odf2_12_e1	0	2	0	0	0	0	0	0	0	1	0	2	2	2
Odf2_12_e2	0	0	0	1	1	0	0	1	1	1	0	0	0	0
Odf2_12_se	0	5	1	3	1	0	0	0	0	5	0	5	5	4
Odf2_1_e1	0	2	0	0	0	0	0	0	0	1	0	2	2	2
Odf2_1_e2	0	0	0	1	1	0	0	1	1	1	0	0	0	0
Odf2_1_se	0	5	1	3	1	0	0	0	0	5	0	5	5	4
Odf2_4_e1	0	0	0	0	1	0	0	1	1	0	0	0	0	0
Odf2_4_e2	0	0	0	0	1	0	0	0	1	0	0	0	0	0
Odf2_4_se	0	1	2	0	1	0	0	0	0	3	0	0	3	0
Ogdh_5_e1	1	0	0	0	0	2	1	2	0	0	0	0	0	0
Ogdh_5_e2	0	0	0	0	1	0	0	0	0	1	0	0	1	0
Ogdh_5_se	0	1	1	0	1	2	0	1	1	1	1	0	1	0
Ogdhl_4_e1	0	3	0	2	0	0	0	0	0	3	0	2	1	1
Ogdhl_4_e2	0	1	2	1	0	0	0	0	0	1	0	1	1	1
Ogdhl_4_se	0	0	2	0	2	0	0	0	0	1	0	0	1	0
Ogfod2_2_e1	0	0	1	2	0	0	0	0	0	0	1	0	0	0
Ogfod2_2_e2	0	1	0	1	0	0	0	0	0	1	0	0	1	1
Ogfod2_2_se	0	1	0	0	0	0	0	0	0	3	0	0	2	0
Opa1_1_e1	0	0	1	0	1	1	1	0	1	0	0	0	0	0
Opa1_1_e2	3	0	0	0	0	0	0	1	1	0	0	0	0	0
Opa1_1_se	2	0	1	0	0	1	1	1	0	0	0	0	0	0
Opa1_2_e1	2	0	0	0	1	0	0	0	1	0	0	0	0	0
Opa1_2_e2	2	0	1	0	0	0	0	2	1	0	0	0	0	0
Opa1_2_se	0	0	1	1	2	1	1	0	2	0	0	0	1	0
Oprl1_7_e1	0	0	0	1	0	0	0	0	0	0	0	0	2	0
Oprl1_7_e2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Oprl1_7_se	0	0	0	1	0	1	2	0	0	0	0	0	0	0
Oprl1_nmdSE_2_e1	0	0	0	1	0	0	0	0	0	0	0	0	2	0
Oprl1_nmdSE_2_e2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Oprl1_nmdSE_2_se	0	0	2	0	1	0	1	0	1	1	0	0	0	0
Oraov1_1_e1	0	1	0	0	0	0	0	0	0	0	1	0	0	0
Oraov1_1_e2	0	1	0	0	0	0	0	0	0	1	0	1	0	0
Oraov1_1_se	0	1	1	0	2	2	0	0	1	1	0	1	1	1
Orc6_6_e1	0	2	0	2	1	1	1	0	0	2	0	1	2	2
Orc6_6_e2	2	0	1	0	0	0	0	1	0	0	0	0	0	0
Orc6_6_se	0	0	1	0	0	1	1	0	1	0	0	0	0	0
Os9_1_e1	0	1	1	1	2	1	1	0	0	1	1	0	1	1
Os9_1_e2	0	1	0	1	1	1	0	0	1	0	1	0	2	0
Os9_1_se	0	2	0	1	3	0	1	0	2	1	0	2	3	1
Osbpl1a_7_e1	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Osbpl1a_7_e2	0	2	0	0	2	0	0	0	0	3	1	1	1	2
Osbpl1a_7_se	0	0	1	0	2	0	0	1	1	0	0	0	0	0
Osbpl1a_9_e1	1	0	0	0	0	0	0	1	0	0	1	0	0	0
Osbpl1a_9_e2	0	2	0	0	2	0	0	0	0	3	1	1	1	2
Osbpl1a_9_se	0	0	1	0	2	0	0	1	1	0	0	0	0	0
Osbpl9_10_e1	2	0	0	0	0	1	0	2	1	0	0	0	0	0
Osbpl9_10_e2	1	0	1	0	1	0	0	0	1	0	0	0	0	0
Osbpl9_10_se	2	0	1	0	1	1	1	1	4	0	0	0	0	0
P4ha1_1_e1	1	0	1	0	0	0	0	0	1	0	0	0	0	0
P4ha1_1_e2	0	0	1	1	0	1	0	0	0	0	0	0	0	0
P4ha1_1_se	1	0	2	1	2	1	0	2	1	0	0	0	0	0
P4ha1_2_e1	1	0	1	0	0	0	0	0	1	0	0	0	0	0
P4ha1_2_e2	0	0	1	1	0	1	0	0	0	0	0	0	0	0
P4ha1_2_se	1	0	1	0	2	1	1	0	2	0	1	0	1	0
P4htm_1_e1	0	0	0	0	0	1	1	0	0	1	0	0	1	0
P4htm_1_e2	0	0	0	1	1	0	1	0	0	0	0	0	2	0
P4htm_1_se	0	1	0	0	1	0	0	0	1	1	0	1	3	1
Pag1_1_e1	1	0	0	0	0	1	1	1	0	0	1	0	1	0
Pag1_1_e2	0	1	0	0	1	0	0	0	0	1	0	1	2	1
Pag1_1_se	2	0	0	0	1	0	1	1	2	0	1	0	0	0
Paip2_3_e1	0	0	0	0	0	0	0	0	0	1	1	2	2	3
Paip2_3_e2	1	0	0	0	1	0	0	2	1	0	0	0	0	0
Paip2_3_se	2	0	0	0	0	0	0	1	1	0	0	0	0	0
Pak3_4_e1	0	1	1	0	0	0	0	0	0	2	1	1	2	2
Pak3_4_e2	0	1	0	0	0	0	0	0	0	1	0	0	1	0
Pak3_4_se	2	0	0	0	0	1	1	1	0	0	1	0	1	0
Pak3_5_e1	1	0	1	0	1	0	0	1	1	0	0	0	0	0
Pak3_5_e2	0	0	2	0	1	0	0	1	0	0	0	1	1	0
Pak3_5_se	2	0	1	1	3	2	2	1	0	0	1	0	0	0
Pak3_6_e1	0	2	0	1	0	0	0	0	0	2	0	2	2	1
Pak3_6_e2	0	1	0	0	0	0	0	0	0	1	0	0	1	0
Pak3_6_se	1	0	2	2	1	0	0	1	0	0	1	0	0	0
Pak3_7_e1	1	0	1	0	1	0	0	1	1	0	0	0	0	0
Pak3_7_e2	0	0	0	1	1	0	0	0	1	1	0	0	0	0
Pak3_7_se	0	0	2	0	1	0	0	1	0	0	0	1	1	0
Pakap_1_e1	0	0	0	1	0	0	0	0	0	1	0	0	1	1
Pakap_1_e2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pakap_1_se	1	3	4	0	8	3	4	2	8	6	1	4	3	2
Pam_7_e1	0	1	0	0	2	0	0	0	1	2	0	0	1	0
Pam_7_e2	0	1	0	1	0	0	0	0	1	0	0	0	0	0
Pam_7_se	1	1	1	0	1	0	0	2	1	1	1	0	0	0
Pantr1_1_e1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
