	RBM47	RBM5	SRSF10	SRSF1	SRSF3	SRSF7	SRSF9	ELAVL1	PTBP1PTBP2	RBFOX2	RBM10	RBM15	RBM22	RBM27
Mcee_1_se	1	0	2	2	2	0	2	1	1	0	0	0	1	0
Mcee_2_e1	0	2	0	0	0	0	0	0	0	1	0	1	1	1
Mcee_2_e2	0	0	1	0	2	1	1	0	2	0	0	0	0	0
Mcee_2_se	1	0	2	2	2	0	2	1	1	0	0	0	1	0
Mcf2l_2_e1	0	1	0	0	1	0	0	0	1	1	0	1	3	1
Mcf2l_2_e2	0	1	1	0	1	0	0	0	1	0	0	0	0	0
Mcf2l_2_se	0	2	0	1	1	0	0	0	1	3	0	2	2	2
Mcf2l_5_e1	0	1	0	0	1	0	0	0	1	1	0	1	3	1
Mcf2l_5_e2	0	1	1	0	1	0	0	0	1	0	0	0	0	0
Mcf2l_5_se	0	2	0	1	1	0	0	0	1	3	0	3	2	2
Mcfd2_1_e1	0	0	0	0	2	0	0	0	2	1	0	0	1	0
Mcfd2_1_e2	0	2	0	1	1	0	0	0	0	1	0	3	1	1
Mcfd2_1_se	0	1	1	1	4	1	1	0	3	1	1	0	2	0
Mcfd2_2_e1	0	0	0	0	2	0	0	0	2	1	0	0	1	0
Mcfd2_2_e2	0	2	0	1	1	0	0	0	0	1	0	3	1	1
Mcfd2_2_se	0	1	1	2	1	1	0	0	2	0	0	0	0	0
Mdm2_2_e1	1	0	0	0	0	0	0	1	0	0	1	0	0	0
Mdm2_2_e2	0	1	0	1	0	0	1	0	1	1	0	1	1	1
Mdm2_2_se	2	0	2	0	3	1	1	2	2	0	1	0	0	0
Mdm2_3_e1	1	0	0	0	0	0	0	1	0	0	1	0	0	0
Mdm2_3_e2	0	1	0	1	0	0	1	0	1	1	0	1	1	1
Mdm2_3_se	1	0	1	0	2	0	0	1	1	0	1	0	0	0
Mdm4_7_e1	0	0	1	1	0	1	0	0	1	0	0	0	0	0
Mdm4_7_e2	1	0	0	0	0	0	0	0	2	0	1	0	0	0
Mdm4_7_se	1	0	1	0	2	0	1	1	2	0	0	0	1	0
Mdm4_nmdSE_1_e1	0	0	1	1	0	1	0	0	1	0	0	0	0	0
Mdm4_nmdSE_1_e2	1	0	0	0	0	0	0	0	2	0	1	0	0	0
Mdm4_nmdSE_1_se	1	0	1	0	1	0	1	1	2	0	0	0	1	0
Meaf6_nmdSE_2_e1	1	2	0	0	2	0	0	1	1	2	0	1	1	0
Meaf6_nmdSE_2_e2	0	0	0	0	0	0	0	1	0	0	1	0	0	0
Meaf6_nmdSE_2_se	2	0	1	1	0	1	1	2	0	0	1	0	0	0
Meaf6_nmdSE_3_e1	0	1	0	0	0	0	0	0	0	1	0	0	0	0
Meaf6_nmdSE_3_e2	0	0	0	0	0	0	0	1	0	0	1	0	0	0
Meaf6_nmdSE_3_se	2	0	0	1	0	1	1	2	0	0	1	0	0	0
Mecp2_1_e1	1	0	1	1	0	0	0	1	1	0	0	0	0	0
Mecp2_1_e2	0	2	0	2	2	0	1	0	0	2	1	2	2	2
Mecp2_1_se	3	0	0	0	1	0	0	3	0	0	2	0	0	0
Mecr_4_e1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Mecr_4_e2	0	0	0	0	1	0	0	0	2	0	0	0	1	0
Mecr_4_se	0	1	1	0	3	0	0	0	1	1	0	0	0	0
Med14_3_e1	1	0	0	1	1	0	0	1	0	0	0	0	0	0
Med14_3_e2	0	0	0	1	2	1	1	0	1	0	1	0	0	0
Med14_3_se	3	0	0	1	1	1	1	3	0	1	1	1	1	0
Med15_8_e1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Med15_8_e2	1	0	0	0	1	0	0	1	2	1	0	0	0	0
Med15_8_se	0	1	0	3	1	0	1	0	2	3	0	1	2	2
Med17_2_e1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Med17_2_e2	3	0	1	0	0	0	0	0	1	0	0	0	0	0
Med17_2_se	1	0	0	1	0	1	1	2	0	0	1	0	0	0
Med20_3_e1	0	1	0	0	0	0	0	0	2	1	0	0	0	0
Med20_3_e2	0	0	2	0	0	0	0	0	0	1	0	0	0	0
Med20_3_se	0	0	0	0	0	1	1	0	1	0	0	2	1	1
Med24_2_e1	0	1	1	0	0	0	0	0	2	1	0	1	1	1
Med24_2_e2	0	0	0	0	1	0	0	0	1	1	0	1	1	0
Med24_2_se	0	2	0	0	2	1	1	1	1	2	1	1	2	1
Med25_3_e1	0	0	0	0	0	0	0	0	1	1	0	1	1	1
Med25_3_e2	0	1	0	0	0	0	0	0	0	1	0	0	1	0
Med25_3_se	0	2	1	2	1	0	0	0	1	2	0	0	4	4
Med7_1_e1	0	1	1	2	2	1	2	0	0	1	0	2	2	2
Med7_1_e2	0	0	1	1	1	1	0	0	0	0	0	0	0	0
Med7_1_se	1	1	1	0	3	1	0	2	0	1	1	0	1	0
Med7_5_e1	0	1	0	1	0	0	0	0	1	1	1	2	1	2
Med7_5_e2	0	0	1	1	1	1	0	0	0	0	0	0	0	0
Med7_5_se	1	1	1	0	3	1	0	2	0	1	1	0	1	0
Meg3_2_e1	0	1	0	0	1	0	0	0	1	1	0	0	1	0
Meg3_2_e2	0	2	3	1	2	0	0	0	0	2	0	1	3	1
Meg3_2_se	1	1	1	2	3	3	3	1	3	0	1	0	2	0
Meg3_5_e1	0	1	1	0	1	0	0	0	0	2	0	0	1	0
Meg3_5_e2	0	0	0	1	1	0	0	0	0	0	0	0	1	0
Meg3_5_se	0	0	2	2	1	1	1	0	0	0	0	0	0	0
Meg3_7_e1	0	1	0	0	1	0	0	0	0	1	0	1	1	1
Meg3_7_e2	0	1	0	0	0	0	0	0	0	1	0	0	1	0
Meg3_7_se	0	2	0	1	2	0	0	0	1	2	0	0	3	1
Meg3_9_e1	0	1	1	0	1	0	0	0	0	2	0	0	1	0
Meg3_9_e2	0	1	1	0	0	0	0	0	1	2	0	1	1	1
Meg3_9_se	0	0	0	1	1	0	0	0	0	0	0	0	1	0
Meis3_7_e1	0	1	0	1	0	0	0	0	0	1	0	1	2	1
Meis3_7_e2	0	1	1	2	0	1	1	0	0	1	0	0	1	1
Meis3_7_se	0	2	2	3	0	0	1	0	0	2	0	3	2	1
Memo1_2_e1	2	0	0	0	0	0	0	2	0	0	1	0	0	0
Memo1_2_e2	1	0	1	0	0	0	0	1	0	0	0	0	0	0
Memo1_2_se	2	0	2	0	3	1	0	2	2	0	1	0	0	0
Memo1_4_e1	1	0	0	0	0	0	0	1	0	0	1	0	0	0
Memo1_4_e2	1	0	1	0	0	0	0	1	0	0	0	0	0	0
Memo1_4_se	2	0	2	0	3	1	0	2	2	0	1	0	0	0
Memo1_7_e1	2	0	0	0	0	0	0	2	0	0	1	0	0	0
Memo1_7_e2	1	0	2	0	2	1	0	1	2	0	0	0	0	0
Memo1_7_se	2	0	0	0	1	0	0	2	0	0	1	0	0	0
Memo1_8_e1	2	0	0	0	0	0	0	2	0	0	1	0	0	0
Memo1_8_e2	1	0	1	0	0	0	0	1	0	0	0	0	0	0
Memo1_8_se	2	0	0	0	1	0	0	2	0	0	1	0	0	0
Mettl16_nmdSE_1_e1	1	0	0	0	0	0	0	1	2	0	1	0	0	0
Mettl16_nmdSE_1_e2	1	0	1	1	1	1	0	1	0	0	0	0	0	0
Mettl16_nmdSE_1_se	2	0	0	0	0	0	0	2	2	1	1	0	0	0
Mettl17_3_e1	0	0	0	1	1	1	1	0	1	0	0	0	0	0
Mettl17_3_e2	0	0	1	1	1	2	2	0	0	0	0	0	0	0
Mettl17_3_se	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Mettl17_4_e1	0	0	0	1	1	1	1	0	1	0	0	0	0	0
Mettl17_4_e2	0	0	1	1	1	2	2	0	0	0	0	0	0	0
Mettl17_4_se	1	0	1	2	1	2	1	1	1	0	1	0	0	0
Mettl22_1_e1	0	0	0	0	2	0	0	1	1	0	0	1	0	0
Mettl22_1_e2	0	0	0	2	0	0	0	0	0	0	0	1	0	0
Mettl22_1_se	0	1	0	1	0	0	0	0	0	2	0	0	0	0
Mettl23_nmdSE_1_e1	0	2	1	3	0	0	0	0	0	1	0	1	2	1
Mettl23_nmdSE_1_e2	1	0	0	0	0	2	2	0	0	0	0	0	0	0
Mettl23_nmdSE_1_se	2	0	1	0	2	1	0	2	0	1	0	0	0	0
Mettl23_nmdSE_2_e1	0	2	1	3	0	0	0	0	0	1	0	1	2	1
Mettl23_nmdSE_2_e2	1	0	0	0	0	2	2	0	0	0	0	0	0	0
Mettl23_nmdSE_2_se	2	0	1	0	2	1	0	2	0	0	0	0	0	0
Mettl3_6_e1	1	0	1	0	2	0	0	1	1	0	1	0	0	0
Mettl3_6_e2	0	0	1	0	0	0	0	0	1	0	0	0	0	0
Mettl3_6_se	1	1	0	0	1	0	0	0	1	1	0	0	1	0
Mettl5_1_e1	1	0	0	0	0	1	1	0	0	0	0	0	0	0
Mettl5_1_e2	3	0	0	0	0	0	0	1	0	0	0	0	0	0
Mettl5_1_se	2	0	2	0	1	0	0	1	2	0	0	0	0	0
Mettl6_2_e1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Mettl6_2_e2	0	0	0	0	1	0	0	0	3	0	0	0	0	0
Mettl6_2_se	2	0	1	0	1	0	0	3	1	1	0	0	0	0
Mff_10_e1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Mff_10_e2	0	0	1	0	0	0	0	1	0	0	0	0	0	0
Mff_10_se	2	0	0	0	0	0	0	1	1	0	0	0	0	0
Mff_4_e1	1	0	1	0	0	0	0	1	1	0	0	0	0	0
Mff_4_e2	1	0	0	0	1	0	0	1	2	0	0	0	0	0
Mff_4_se	0	1	1	1	1	0	0	0	1	1	0	0	0	0
Mff_5_e1	1	0	1	0	0	0	0	1	1	0	0	0	0	0
Mff_5_e2	0	0	1	0	0	0	0	1	0	0	0	0	0	0
Mff_5_se	2	0	0	0	0	0	0	1	1	0	0	0	0	0
Mff_7_e1	1	0	1	0	0	0	0	1	1	0	0	0	0	0
Mff_7_e2	1	0	0	0	1	0	0	1	2	0	0	0	0	0
Mff_7_se	0	0	1	0	0	0	0	1	1	0	0	0	0	0
Mff_8_e1	1	0	1	0	0	0	0	1	1	0	0	0	0	0
Mff_8_e2	0	0	1	0	0	0	0	1	0	0	0	0	0	0
Mff_8_se	0	1	1	1	1	0	0	0	1	1	0	0	0	0
Mfsd6_1_e1	1	0	0	0	0	0	0	1	0	0	1	1	1	0
Mfsd6_1_e2	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Mfsd6_1_se	1	0	0	0	1	0	0	0	1	0	0	0	0	0
Mgat4c_1_e1	0	0	1	1	1	1	2	0	1	0	0	0	0	0
Mgat4c_1_e2	2	0	0	0	0	0	0	2	0	0	0	0	0	0
Mgat4c_1_se	2	0	2	1	1	1	2	0	0	0	1	0	1	0
Mgat4c_3_e1	0	0	1	1	1	1	2	0	1	0	0	0	0	0
Mgat4c_3_e2	2	0	0	0	0	0	0	2	0	0	0	0	0	0
Mgat4c_3_se	2	0	2	1	1	1	2	0	0	0	1	0	1	0
Mgat5_1_e1	0	0	0	0	1	0	0	0	0	1	0	1	1	1
Mgat5_1_e2	0	1	0	1	2	0	0	0	1	2	0	2	2	1
Mgat5_1_se	0	0	1	0	1	2	1	1	1	0	0	0	0	0
Mgrn1_2_e1	0	1	0	0	0	0	0	0	1	1	1	0	1	0
Mgrn1_2_e2	0	2	0	1	2	0	0	0	0	2	0	1	1	1
Mgrn1_2_se	0	1	1	1	1	1	0	0	2	3	0	0	2	0
Mia3_4_e1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Mia3_4_e2	0	1	0	1	1	0	0	0	0	1	0	0	1	1
Mia3_4_se	0	2	0	0	1	0	0	0	0	1	1	1	1	0
Miat_10_e1	0	0	0	1	2	1	1	0	0	0	1	0	1	1
Miat_10_e2	0	2	0	1	1	0	0	0	0	2	0	2	3	1
Miat_10_se	0	1	0	2	1	0	0	0	0	3	0	0	1	1
Miat_5_e1	0	1	0	0	2	1	1	0	1	2	1	1	1	1
Miat_5_e2	0	1	0	1	0	0	0	0	0	3	0	0	1	1
Miat_5_se	0	0	1	1	2	1	1	0	0	0	1	0	1	1
Mib2_4_e1	0	0	0	0	1	0	0	0	1	1	0	0	0	0
Mib2_4_e2	0	0	0	1	1	0	0	0	1	0	0	0	0	0
Mib2_4_se	0	1	0	1	0	0	1	0	1	2	0	1	1	1
Micu1_4_e1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Micu1_4_e2	0	0	1	0	0	0	0	0	1	0	0	0	0	0
Micu1_4_se	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Midn_1_e1	0	2	1	0	1	0	0	0	0	1	1	0	1	1
Midn_1_e2	0	1	0	0	0	0	0	0	0	0	0	0	1	1
Midn_1_se	0	2	1	1	1	0	0	0	1	2	0	2	3	2
Mllt10_22_e1	4	0	1	0	1	0	0	3	1	0	3	0	0	0
Mllt10_22_e2	1	0	1	0	0	0	0	0	1	0	0	0	0	0
Mllt10_22_se	1	0	2	1	0	0	0	1	1	0	1	0	0	0
Mmab_6_e1	0	1	0	0	0	0	0	0	1	0	1	0	0	0
Mmab_6_e2	0	0	0	0	1	0	0	0	1	0	0	0	0	0
Mmab_6_se	0	2	0	1	2	0	0	0	0	2	0	1	2	0
Mnat1_2_e1	2	0	0	0	0	1	2	1	2	0	1	0	0	0
Mnat1_2_e2	2	0	0	0	0	0	0	2	1	0	0	0	0	0
Mnat1_2_se	3	0	2	2	3	2	2	0	0	0	1	0	0	0
Mocs2_1_e1	0	1	0	1	0	0	0	0	0	0	0	0	0	1
Mocs2_1_e2	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Mocs2_1_se	1	0	1	1	0	1	0	1	0	0	0	0	0	0
Morf4l2_7_e1	1	0	1	0	1	0	0	0	0	0	0	0	0	0
Morf4l2_7_e2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Morf4l2_7_se	3	0	1	1	0	2	2	3	1	0	1	0	0	0
Mpdu1_1_e1	0	0	0	0	0	0	0	0	0	1	0	2	2	1
Mpdu1_1_e2	0	0	1	1	1	1	0	0	1	0	0	0	1	0
Mpdu1_1_se	0	2	0	0	1	1	0	0	0	2	1	2	2	0
Mpdu1_nmdSE_2_e1	0	0	0	0	0	0	0	0	0	1	0	2	2	1
Mpdu1_nmdSE_2_e2	0	0	1	1	1	1	0	0	1	0	0	0	1	0
Mpdu1_nmdSE_2_se	0	2	0	0	1	1	0	0	0	2	1	2	2	0
Mpg_nmdSE_1_e1	0	0	0	0	1	0	0	0	0	1	0	0	1	0
Mpg_nmdSE_1_e2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Mpg_nmdSE_1_se	0	1	0	2	2	3	3	1	1	0	1	0	0	0
Mpi_2_e1	0	1	0	0	3	1	1	0	1	2	1	0	3	0
Mpi_2_e2	0	1	0	0	0	0	0	0	0	1	0	0	1	0
Mpi_2_se	0	2	0	1	3	0	0	0	0	2	0	2	2	0
Mprip_3_e1	0	0	1	1	2	1	1	0	1	0	0	0	0	0
Mprip_3_e2	0	2	1	0	0	0	0	0	1	1	0	0	0	0
Mprip_3_se	0	2	0	3	3	0	0	0	0	2	1	0	1	1
Mprip_7_e1	0	0	0	0	0	0	0	0	0	0	0	1	1	1
Mprip_7_e2	0	0	1	0	1	1	0	1	2	0	0	0	0	0
Mprip_7_se	1	3	8	4	21	5	5	0	23	10	1	4	14	3
Mpv17_2_e1	0	1	0	0	1	0	0	0	1	1	0	0	1	0
Mpv17_2_e2	0	1	0	1	0	0	0	0	1	1	0	1	1	0
Mpv17_2_se	0	0	0	0	0	1	1	0	1	1	0	0	2	0
Mpv17_4_e1	0	1	0	0	1	0	0	0	1	1	0	0	1	0
Mpv17_4_e2	0	1	0	1	0	0	0	0	1	1	0	1	1	0
Mpv17_4_se	0	0	0	0	0	1	1	0	1	1	0	0	2	0
Mpv17l_nmdSE_1_e1	0	2	0	1	1	0	0	0	0	2	1	2	2	2
Mpv17l_nmdSE_1_e2	1	0	0	1	0	0	0	0	1	0	0	0	0	0
Mpv17l_nmdSE_1_se	0	0	0	0	2	0	0	0	1	0	0	0	0	0
Mpzl1_1_e1	0	0	0	0	1	0	0	0	1	0	0	0	2	0
Mpzl1_1_e2	0	1	1	0	1	0	0	0	1	0	0	0	0	0
Mpzl1_1_se	1	0	0	0	1	0	0	1	1	0	0	0	0	0
Mrgbp_4_e1	0	1	0	0	0	0	1	0	0	3	1	1	3	2
Mrgbp_4_e2	1	0	1	0	2	1	2	0	1	0	0	0	0	0
Mrgbp_4_se	0	2	1	2	1	0	2	0	0	2	0	0	0	0
Mroh1_10_e1	0	0	0	0	1	0	0	0	0	2	0	2	1	3
Mroh1_10_e2	0	1	0	0	1	0	0	0	0	2	0	1	1	0
Mroh1_10_se	0	3	1	2	1	0	1	0	0	5	0	0	4	0
Mrpl10_1_e1	0	2	1	1	1	0	1	0	0	1	0	1	2	1
Mrpl10_1_e2	0	0	0	2	1	0	0	0	0	1	0	1	0	1
Mrpl10_1_se	0	2	0	1	2	1	0	0	0	2	0	1	1	2
Mrpl13_3_e1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
Mrpl13_3_e2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl13_3_se	3	0	0	0	0	0	0	1	1	0	0	0	0	0
Mrpl24_2_e1	0	0	0	0	0	0	0	0	1	1	1	0	0	0
Mrpl24_2_e2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Mrpl24_2_se	0	0	0	0	1	0	0	0	1	1	0	0	1	0
Mrpl30_3_e1	0	1	1	1	0	0	0	0	0	0	0	0	0	1
Mrpl30_3_e2	0	0	0	1	0	0	0	0	0	1	0	1	1	0
Mrpl30_3_se	0	0	0	1	0	1	1	0	0	0	0	0	0	0
Mrpl55_1_e1	0	0	0	0	0	0	0	0	0	1	0	1	1	1
Mrpl55_1_e2	0	1	0	0	1	0	0	0	1	1	0	1	1	1
Mrpl55_1_se	0	1	0	0	1	0	0	0	0	2	0	0	1	0
Mrps10_4_e1	0	2	0	2	0	1	0	0	0	2	1	4	1	3
Mrps10_4_e2	0	1	0	0	0	0	0	0	0	1	0	0	0	0
Mrps10_4_se	0	0	2	1	1	1	1	0	2	1	0	0	0	0
Msi1_6_e1	0	1	1	1	2	0	0	0	0	4	0	0	1	0
Msi1_6_e2	0	0	1	1	0	0	0	0	0	0	0	1	1	1
Msi1_6_se	0	3	1	1	2	0	1	0	1	3	1	3	3	3
Mtdh_1_e1	2	0	0	1	2	1	1	2	2	0	2	0	0	0
Mtdh_1_e2	1	0	0	0	0	0	0	1	0	0	0	0	0	0
Mtdh_1_se	1	0	0	0	2	1	1	2	2	0	0	0	0	0
Mtdh_2_e1	1	0	1	0	0	0	0	1	1	0	2	0	0	0
Mtdh_2_e2	1	0	0	0	0	0	1	1	0	0	0	0	0	0
Mtdh_2_se	2	0	1	0	0	0	0	2	0	0	0	0	0	0
Mtdh_3_e1	1	0	0	0	1	0	0	1	1	0	0	0	0	0
Mtdh_3_e2	3	0	0	0	1	0	0	2	0	0	1	0	0	0
Mtdh_3_se	1	0	1	0	1	0	0	1	1	0	0	0	0	0
Mtdh_4_e1	1	0	1	0	0	0	0	1	1	0	2	0	0	0
Mtdh_4_e2	2	0	1	1	1	1	1	1	0	0	0	0	1	0
Mtdh_4_se	1	0	0	1	0	1	2	2	0	0	0	0	0	0
Mterf3_2_e1	1	0	0	0	2	0	0	2	1	0	0	0	0	0
Mterf3_2_e2	0	1	0	2	1	0	0	0	0	1	0	2	0	2
Mterf3_2_se	2	0	0	0	1	0	1	0	1	0	0	0	0	0
Mtf2_nmdSE_1_e1	2	0	0	1	2	1	1	1	1	0	1	0	0	0
Mtf2_nmdSE_1_e2	2	0	0	2	0	1	1	1	0	0	1	0	0	0
Mtf2_nmdSE_1_se	4	0	2	0	0	0	0	1	0	0	0	0	0	0
Mtif2_4_e1	1	0	2	0	0	0	1	1	0	1	0	0	0	0
Mtif2_4_e2	1	0	0	0	1	0	0	0	0	0	1	0	0	0
Mtif2_4_se	2	0	2	1	2	1	1	2	1	0	1	0	1	0
Mtmr14_5_e1	0	0	2	1	1	1	1	0	0	0	0	1	1	0
Mtmr14_5_e2	0	0	1	1	1	0	0	0	0	0	0	0	0	0
Mtmr14_5_se	0	3	0	1	0	0	0	0	0	2	0	0	1	1
Mtmr14_6_e1	0	0	2	1	1	1	1	0	0	0	0	1	1	0
Mtmr14_6_e2	0	0	1	1	1	0	0	0	0	0	0	0	0	0
Mtmr14_6_se	0	2	0	1	0	0	0	0	0	2	0	0	1	1
Mtmr14_8_e1	0	0	0	1	1	1	1	0	0	0	1	1	0	1
Mtmr14_8_e2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Mtmr14_8_se	0	1	2	0	2	1	2	0	2	3	1	0	1	0
Mtmr14_9_e1	0	0	2	0	0	0	1	0	1	1	0	0	1	0
Mtmr14_9_e2	0	0	0	1	2	1	1	0	1	1	1	0	0	0
Mtmr14_9_se	0	0	0	0	2	0	0	0	1	0	0	0	0	0
Mtmr2_3_e1	0	1	0	0	0	0	0	0	1	0	1	1	2	2
Mtmr2_3_e2	1	0	1	0	0	0	0	1	0	0	0	0	0	0
Mtmr2_3_se	2	0	1	1	0	1	0	2	1	0	0	0	0	0
Mtmr7_6_e1	1	0	0	0	1	0	0	2	0	0	0	0	0	0
Mtmr7_6_e2	0	2	0	3	0	0	0	0	0	2	0	3	3	3
Mtmr7_6_se	3	0	0	0	1	0	0	1	1	1	0	0	0	0
Mul1_1_e1	0	2	0	0	1	0	0	0	0	2	1	2	2	2
Mul1_1_e2	0	0	2	0	1	1	0	0	0	1	0	0	0	0
Mul1_1_se	0	0	2	0	2	1	1	0	1	0	0	0	0	0
Mvb12a_1_e1	0	1	0	0	1	0	0	0	0	1	0	1	3	2
Mvb12a_1_e2	0	1	0	2	2	1	0	0	1	1	0	1	1	1
Mvb12a_1_se	0	1	0	0	1	0	0	0	0	2	0	1	2	2
Mvd_1_e1	0	1	0	1	2	0	0	0	2	2	0	1	2	1
Mvd_1_e2	0	1	0	2	1	1	1	0	0	1	0	1	2	1
Mvd_1_se	0	1	1	0	1	0	0	0	0	1	0	0	1	0
Mvk_1_e1	0	1	0	1	0	0	0	0	1	2	0	3	1	1
Mvk_1_e2	0	0	1	1	1	0	1	0	0	0	0	1	1	1
Mvk_1_se	1	0	2	1	0	1	1	1	0	1	0	0	0	1
Mycbp2_14_e1	1	0	1	0	0	1	1	1	0	0	0	0	0	0
Mycbp2_14_e2	1	0	0	0	0	1	0	1	0	0	2	0	0	0
Mycbp2_14_se	1	0	0	1	3	0	1	1	1	0	2	0	1	0
Myef2_13_e1	1	1	0	1	2	0	0	1	1	1	1	0	0	0
Myef2_13_e2	1	0	0	0	2	0	0	2	1	0	1	0	0	0
Myef2_13_se	3	0	0	0	0	0	0	2	1	0	0	0	0	0
Myt1l_11_e1	0	0	0	1	1	0	0	0	1	0	0	0	0	0
Myt1l_11_e2	1	0	1	0	1	0	0	1	0	0	1	0	1	0
Myt1l_11_se	0	0	0	1	1	1	1	0	1	0	1	1	0	0
N4bp2l1_nmdSE_1_e1	0	0	1	0	1	0	0	0	1	0	0	0	0	0
N4bp2l1_nmdSE_1_e2	0	1	0	0	0	0	0	0	0	1	0	3	3	3
N4bp2l1_nmdSE_1_se	1	1	0	2	2	1	1	1	1	1	1	1	3	1
N6amt1_1_e1	0	0	1	0	1	0	0	0	1	0	0	0	0	0
N6amt1_1_e2	1	0	0	0	0	0	0	1	0	0	0	0	0	0
N6amt1_1_se	1	1	0	1	2	2	0	1	3	0	0	2	1	0
Naa25_nmdSE_1_e1	0	0	0	0	1	0	0	0	1	0	0	0	1	0
Naa25_nmdSE_1_e2	1	0	1	0	1	0	0	0	0	0	0	0	0	0
Naa25_nmdSE_1_se	0	0	1	0	2	0	0	0	0	0	0	1	0	1
Naa40_1_e1	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Naa40_1_e2	0	0	0	1	2	0	0	0	0	1	0	0	0	0
Naa40_1_se	0	2	1	1	3	0	0	0	1	2	0	1	1	0
Naa60_nmdSE_1_e1	0	1	0	0	0	0	0	0	0	1	0	1	1	0
Naa60_nmdSE_1_e2	0	0	1	0	1	0	0	0	0	0	0	0	1	0
Naa60_nmdSE_1_se	0	2	2	0	3	1	0	0	3	1	0	0	0	0
Nadk_3_e1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Nadk_3_e2	0	1	0	0	0	0	0	0	1	2	0	0	1	0
Nadk_3_se	0	3	1	1	0	0	0	0	0	4	0	1	2	2
Nadk_4_e1	0	2	0	0	0	0	0	0	0	3	0	4	2	2
Nadk_4_e2	1	0	0	0	0	0	0	1	1	0	0	0	0	0
Nadk_4_se	0	1	1	1	1	1	1	0	1	1	0	0	1	0
Nalcn_4_e1	1	0	1	1	1	1	1	0	0	0	1	0	0	0
Nalcn_4_e2	2	0	0	0	2	1	1	2	1	0	0	0	0	0
Nalcn_4_se	2	0	1	0	1	0	0	2	0	0	0	0	0	0
Nap1l4_18_e1	1	1	1	0	1	0	0	1	0	1	0	0	2	1
Nap1l4_18_e2	1	0	1	1	1	0	0	1	1	0	0	0	0	0
Nap1l4_18_se	2	0	0	0	2	0	0	1	1	0	0	0	0	0
Nasp_5_e1	1	0	1	0	0	1	0	1	0	0	0	0	0	0
Nasp_5_e2	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Nasp_5_se	1	2	6	1	2	0	0	1	0	1	0	0	1	0
Nat9_3_e1	0	1	0	0	1	0	0	0	0	1	0	1	2	0
Nat9_3_e2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Nat9_3_se	0	1	2	0	2	1	1	0	2	2	2	1	4	3
Nbr1_7_e1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Nbr1_7_e2	0	0	1	0	0	0	0	0	2	1	0	0	0	0
Nbr1_7_se	0	1	3	0	2	1	1	0	1	2	1	0	0	0
Ncald_7_e1	1	0	1	0	0	1	1	1	1	0	1	0	0	0
Ncald_7_e2	0	0	1	1	0	0	0	0	0	1	0	1	0	0
Ncald_7_se	2	0	0	0	2	0	0	1	1	0	0	0	0	0
Ncald_9_e1	0	0	0	1	1	0	0	0	0	1	0	1	0	0
Ncald_9_e2	0	0	0	0	1	1	0	0	2	1	0	0	0	0
Ncald_9_se	1	0	0	0	0	0	0	0	1	0	0	0	0	0
Ncam1_1_e1	0	1	1	2	1	1	1	0	0	1	1	0	0	0
Ncam1_1_e2	0	2	0	1	1	1	1	0	1	0	1	0	1	0
Ncam1_1_se	2	0	0	0	1	1	0	2	2	0	1	0	1	0
Ncam1_4_e1	0	1	0	0	0	0	0	0	1	1	0	0	0	0
Ncam1_4_e2	0	0	1	2	1	1	2	0	0	0	1	0	1	0
Ncam1_4_se	1	3	2	1	4	2	2	0	5	5	3	4	5	2
Ncam1_5_e1	0	1	1	2	1	1	1	0	0	1	1	0	0	0
Ncam1_5_e2	0	2	0	1	1	1	1	0	1	0	1	0	1	0
Ncam1_5_se	0	0	0	0	1	0	0	0	0	1	0	0	0	0
Ncam1_6_e1	0	0	0	0	1	0	0	0	2	1	0	0	2	0
Ncam1_6_e2	0	0	0	1	1	1	1	0	0	0	0	1	1	0
Ncam1_6_se	1	0	0	0	1	0	0	1	1	0	0	0	0	0
Ncdn_1_e1	0	0	0	1	1	1	1	0	1	1	1	0	1	1
Ncdn_1_e2	0	2	0	0	0	0	0	0	0	2	0	3	2	1
Ncdn_1_se	0	1	0	1	4	1	1	0	3	1	1	1	2	1
Nckap1_5_e1	1	0	1	0	2	1	1	1	1	0	1	0	0	0
