	bin	L_score	pvals	qvals	norm_pvals	norm_qvals
Eif5a_8	mean_2_var_1	0.03684708701293758	0.000999000999000999	0.0011364297078582792	6.571343216735901e-05	
Emc8_13	mean_2_var_1	-0.011655130403606186	0.5054945054945055	0.510240932776144	0.5094910202301423	
Epb41l3_7	mean_2_var_1	-0.0015877570172946602	0.23976023976023977	0.24605466132912435	0.2192208403651265	
Erh_1	mean_2_var_1	0.058624957119265915	0.000999000999000999	0.0011364297078582792	1.4173235074926251e-08	
Erp29_1	mean_2_var_1	0.008355862881734987	0.06893106893106893	0.0728264364628001	0.0589522003352406	
Fam96a_2	mean_2_var_1	-0.010932113557106101	0.4725274725274725	0.47921418204437066	0.4866130327539014	
Fhl1_2	mean_2_var_1	0.030896053888015425	0.000999000999000999	0.0011364297078582792	0.00040160171362628623	
Gas5_19	mean_2_var_1	0.034595249083259776	0.000999000999000999	0.0011364297078582792	0.0001336249191976103	
Gba_1	mean_2_var_1	0.04660940380833099	0.000999000999000999	0.0011364297078582792	2.1308859510810185e-06	
Gins4_1	mean_2_var_1	0.004933184050383067	0.09090909090909091	0.09488084730803177	0.09815820475763054	
Hdgf_nmdSE_1	mean_2_var_1	0.0579477524742249	0.000999000999000999	0.0011364297078582792	1.924610017426279e-08	
Hnrnpa2b1_3	mean_2_var_1	0.004659710139988003	0.09090909090909091	0.09488084730803177	0.10196688701269663	
Hnrnph1_5	mean_2_var_1	0.019682886043790395	0.000999000999000999	0.0011364297078582792	0.0069048565420788575	
Hnrnpk_2	mean_2_var_1	0.02918810471717016	0.000999000999000999	0.0011364297078582792	0.0006494989453718193	
Ifnar2_2	mean_2_var_1	-0.02295980606664151	0.8201798201798202	0.8240124361619688	0.8213611891821405	
Josd2_11	mean_2_var_1	0.025052515004273766	0.000999000999000999	0.0011364297078582792	0.0019376683868543947	
Josd2_5	mean_2_var_1	0.030383072623984146	0.000999000999000999	0.0011364297078582792	0.00046482445406294915	
Matr3_2	mean_2_var_1	0.05708192324549988	0.000999000999000999	0.0011364297078582792	2.8343385789839666e-08	
Mtch2_2	mean_2_var_1	0.019449590511313383	0.000999000999000999	0.0011364297078582792	0.007269387495355796	
Mtch2_8	mean_2_var_1	0.022538092602180815	0.000999000999000999	0.0011364297078582792	0.003586844548544058	
Ncald_6	mean_2_var_1	0.02527017773767264	0.000999000999000999	0.0011364297078582792	0.0018339112895118645	
Ncam1_3	mean_2_var_1	0.0629704250045044	0.000999000999000999	0.0011364297078582792	1.8613082988547e-09	
Ndrg3_6	mean_2_var_1	0.06561653926757866	0.000999000999000999	0.0011364297078582792	5.108605695397161e-10	
Ndufa5_1	mean_2_var_1	0.04230862889312448	0.000999000999000999	0.0011364297078582792	1.0358487082728407e-05	
Ndufa7_2	mean_2_var_1	0.005223486248439428	0.09090909090909091	0.09488084730803177	0.09423031934522513	
Ndufs4_3	mean_2_var_1	0.08116756416150954	0.000999000999000999	0.0011364297078582792	1.0711320163295354e-13	
Nubp2_2	mean_2_var_1	0.018959335523776908	0.000999000999000999	0.0011364297078582792	0.008091149445262005	
Oaz2_1	mean_2_var_1	0.04336630313216582	0.000999000999000999	0.0011364297078582792	7.094278563492123e-06	
Ociad1_5	mean_2_var_1	0.09270697440995927	0.000999000999000999	0.0011364297078582792	7.595280287915517e-17	
Pigp_1	mean_2_var_1	0.04816766200786095	0.000999000999000999	0.0011364297078582792	1.1688162007314657e-06	
Pop4_nmdSE_1	mean_2_var_1	0.03618741102373597	0.000999000999000999	0.0011364297078582792	8.115445823201492e-05	
Pop5_2	mean_2_var_1	0.02392449191990019	0.000999000999000999	0.0011364297078582792	0.0025658240577516216	
Psph_1	mean_2_var_1	0.06686474971634293	0.000999000999000999	0.0011364297078582792	2.7348974858668435e-10	
Rbm3_nmdSE_1	mean_2_var_1	0.06991448084789265	0.000999000999000999	0.0011364297078582792	5.707123491874788e-11	
Rtn3_2	mean_2_var_1	0.0680210134358766	0.000999000999000999	0.0011364297078582792	1.5200430385497685e-10	
Scg3_1	mean_2_var_1	0.047704701185917596	0.000999000999000999	0.0011364297078582792	1.3992715511905182e-06	
Scg3_3	mean_2_var_1	0.04688430970794223	0.000999000999000999	0.0011364297078582792	1.918722030629195e-06	
Sgce_1	mean_2_var_1	0.23159647270957245	0.000999000999000999	0.0011364297078582792	4.547601989869026e-83	
Sgce_5	mean_2_var_1	0.22233159669413272	0.000999000999000999	0.0011364297078582792	5.116032530102089e-77	
Smim20_nmdSE_1	mean_2_var_1	0.020920576595433206	0.000999000999000999	0.0011364297078582792	0.0052282145932779	
Smim20_nmdSE_2	mean_2_var_1	0.02741216574861434	0.000999000999000999	0.0011364297078582792	0.0010513834437723005	
Snx15_3	mean_2_var_1	0.0501196513935617	0.000999000999000999	0.0011364297078582792	5.395149346345263e-07	
Srp19_3	mean_2_var_1	0.007133771920533584	0.06893106893106893	0.0728264364628001	0.07123089907553803	
Stmn4_2	mean_2_var_1	0.022177178196493407	0.000999000999000999	0.0011364297078582792	0.003906551912672819	
Supt4a_nmdSE_1	mean_2_var_1	0.01958237684757636	0.000999000999000999	0.0011364297078582792	0.007059877991999871	
Timm10b_1	mean_2_var_1	0.00950145580300171	0.06893106893106893	0.0728264364628001	0.04901222646634613	
Tmem234_6	mean_2_var_1	0.04972316737041252	0.000999000999000999	0.0011364297078582792	6.324297129601853e-07	
Tmem234_8	mean_2_var_1	0.06155089215576343	0.000999000999000999	0.0011364297078582792	3.6589429657973852e-09	
Uqcr10_1	mean_2_var_1	0.003008126265127218	0.13186813186813187	0.13630600169061707	0.12726661084017232	
Zfand5_1	mean_2_var_1	0.08258799518674334	0.000999000999000999	0.0011364297078582792	4.5869153632138104e-14	
Zfp207_5	mean_2_var_1	0.010713704111349052	0.06893106893106893	0.0728264364628001	0.040001201575574394	
Anapc16_2	mean_2_var_2	0.020549034294249983	0.029970029970029972	0.032298528539130046	0.053325256410839524	
Anks1b_12	mean_2_var_2	0.5958161431882127	0.000999000999000999	0.0011364297078582792	3.677632060851678e-234	
Anks1b_3	mean_2_var_2	0.6117700896374447	0.000999000999000999	0.0011364297078582792	1.5357320484792582e-246	
Ap2m1_3	mean_2_var_2	0.40019188715112464	0.000999000999000999	0.0011364297078582792	1.6705452750070232e-108	
Apbb1_3	mean_2_var_2	0.8419360820957249	0.000999000999000999	0.0011364297078582792	0.0	
